Feed_inefficiency,Protein_efficiency,Animal_mortality,Fertilizer_use,Land_use,Soy_use,Permanent_grassland,Grazing,Manure_biogas,Renewable_electricity_use,Carbon_footprint
0.965,29.088,3.573,379.109,0.614,6.712,1.563,15.391,0,0,1.032
0.815,31.432,6.022,300.529,0.962,19.960,2.268,1.082,1,0,1.016
0.848,35.081,4.307,222.012,1.268,7.881,0.334,16.950,0,0,1.028
0.894,29.716,7.633,134.177,1.595,10.172,0.993,11.751,0,1,1.038
1.062,31.053,4.167,331.272,0.671,0.412,0.933,37.831,0,0,1.025
1.081,27.704,3.004,115.920,1.058,1.945,0.994,17.519,0,0,1.020
0.755,35.633,10.390,230.861,1.314,5.418,0.613,0.670,0,0,1.023
0.935,31.858,4.537,276.021,1.039,6.640,0.539,1.035,1,1,1.013
0.702,22.429,3.888,117.327,1.260,47.288,2.034,0.886,0,1,1.036
1.150,27.088,0.768,152.946,0.976,7.287,1.245,45.787,0,0,1.039
0.953,26.462,9.015,106.290,1.839,0.410,1.279,16.038,0,1,1.051
0.969,26.653,7.673,265.699,0.715,0.405,0.551,26.148,0,0,1.033
0.814,32.134,4.448,294.853,1.143,0.545,1.693,1.266,0,1,1.043
0.887,27.020,3.518,190.307,1.050,0.789,0.671,8.768,0,0,1.024
0.988,33.579,9.743,137.123,1.805,0.855,0.431,27.811,0,1,1.064
0.921,25.475,12.510,232.435,0.897,7.133,1.105,24.824,0,1,1.042
1.009,29.373,1.076,197.309,0.695,19.292,1.251,13.032,0,0,1.013
0.758,35.451,1.742,174.227,1.918,9.940,0.410,11.934,0,0,1.046
0.846,29.675,4.571,218.900,1.196,17.458,0.930,19.937,0,1,1.039
0.983,35.716,6.029,161.223,1.518,0.430,1.786,11.616,0,1,1.043
0.751,29.700,6.715,92.634,0.679,62.222,1.870,55.139,0,0,1.012
1.008,30.108,3.423,74.693,2.314,8.993,0.248,5.644,0,1,1.054
0.924,25.755,1.105,124.805,2.045,4.769,0.733,45.319,0,1,1.067
0.900,30.925,8.400,222.912,1.090,0.400,1.319,0.466,0,1,1.026
0.930,30.295,4.161,148.395,1.286,1.447,0.825,12.695,0,0,1.022
0.751,28.847,5.400,418.184,0.893,0.400,1.310,9.308,0,0,1.069
0.852,35.284,3.641,338.529,0.678,34.336,0.204,0.398,0,0,1.018
0.970,31.633,4.021,292.373,0.679,8.158,0.195,10.564,0,0,1.016
1.141,27.217,6.808,70.924,2.126,1.109,1.073,71.443,0,0,1.085
0.906,28.046,9.152,205.299,0.925,0.476,0.399,19.353,0,0,1.025
0.958,33.119,7.329,317.122,0.772,0.742,0.242,23.945,0,0,1.025
0.781,29.196,2.349,266.689,1.179,3.183,1.634,25.519,0,0,1.049
0.988,33.852,1.392,257.123,0.772,2.250,0.812,3.169,0,0,1.008
0.971,34.967,3.131,170.035,1.158,0.905,0.611,5.930,0,0,1.012
0.702,28.561,6.336,339.701,1.037,24.810,1.848,4.616,1,0,1.043
0.947,25.409,3.847,110.519,1.920,0.644,1.025,11.492,0,1,1.052
0.925,36.633,3.087,137.720,1.275,15.199,0.465,5.545,0,0,1.002
0.874,33.080,7.036,206.043,1.232,7.302,1.495,2.134,0,1,1.029
0.961,30.100,6.656,100.825,1.963,13.292,0.217,28.092,0,1,1.054
0.960,33.105,3.233,385.298,0.751,4.459,0.401,5.315,1,0,1.014
0.978,28.271,2.991,163.166,1.056,6.129,1.044,24.699,0,0,1.027
1.211,28.755,5.813,181.859,1.036,1.612,0.633,52.852,1,0,1.036
0.931,31.443,12.897,172.440,1.307,1.087,0.918,17.541,0,1,1.039
0.777,30.645,1.425,206.146,1.510,13.857,1.142,7.864,0,1,1.048
0.912,31.054,2.716,247.728,0.968,4.226,0.819,16.287,0,0,1.028
1.075,30.220,10.781,99.597,1.133,0.404,2.094,2.678,1,0,0.987
0.799,34.421,3.359,195.812,2.059,2.106,0.297,26.293,0,1,1.078
0.963,31.327,0.466,151.846,0.980,28.610,1.251,32.045,0,0,1.015
0.932,32.539,3.491,202.826,0.985,2.352,0.828,1.955,0,0,1.012
0.816,29.857,2.624,184.288,1.272,10.763,1.229,14.701,0,0,1.029
1.007,32.132,7.833,203.279,0.698,0.545,0.640,4.494,0,0,0.998
0.992,29.591,1.164,271.899,0.649,16.147,0.271,11.897,0,0,1.021
1.017,25.119,4.873,212.938,0.792,0.839,0.435,30.218,0,0,1.037
0.957,26.314,3.972,117.538,1.629,0.405,1.646,9.398,1,0,1.013
1.209,29.853,1.986,203.326,0.702,1.438,0.693,11.169,0,1,1.016
1.063,32.513,1.567,122.859,0.883,8.040,1.199,2.726,0,0,0.996
1.031,29.231,3.230,125.534,1.408,16.234,1.312,24.956,0,1,1.044
0.953,30.769,3.948,138.616,1.148,4.375,0.236,4.075,0,0,1.010
0.990,31.132,5.437,128.580,1.759,0.407,0.294,18.987,1,0,1.024
0.914,25.000,4.390,267.811,0.969,4.402,0.390,19.215,0,1,1.046
0.940,30.376,4.150,180.929,1.089,6.328,0.958,22.081,0,0,1.026
0.983,27.878,3.566,77.913,2.345,0.454,0.995,41.962,0,0,1.058
1.081,27.992,4.682,169.568,0.890,3.234,1.034,4.209,1,0,0.996
0.750,28.600,2.185,224.893,1.063,21.760,0.367,6.348,0,0,1.034
1.125,28.522,4.302,169.322,0.888,4.244,0.155,41.391,0,0,1.037
1.041,34.400,10.578,148.610,1.029,1.755,1.969,26.453,0,0,1.020
0.848,32.094,4.990,140.160,1.461,28.901,0.223,14.371,0,1,1.028
1.171,30.224,1.284,95.968,1.714,0.768,1.077,12.627,0,1,1.054
1.019,28.852,11.008,88.750,2.118,0.463,0.273,25.133,0,1,1.070
1.128,31.538,3.925,194.611,1.097,0.839,1.340,11.566,1,1,1.015
0.922,34.527,4.925,322.242,0.669,23.196,0.304,13.337,0,0,1.015
0.753,33.023,1.315,288.355,1.266,0.713,1.587,3.177,0,0,1.055
0.817,34.071,3.191,86.481,1.460,49.543,0.653,1.388,0,1,1.004
0.812,33.935,3.261,217.662,1.058,21.263,0.694,1.832,0,0,1.016
1.086,31.723,3.959,218.961,1.058,2.418,0.358,34.918,0,1,1.041
0.932,28.046,1.144,168.607,1.479,2.079,0.598,54.645,0,0,1.054
0.717,33.383,8.182,246.441,1.540,13.332,1.003,24.405,0,1,1.054
0.708,29.944,5.428,223.137,1.387,3.192,0.586,4.278,0,0,1.041
1.109,28.750,3.909,178.642,0.712,2.197,1.960,17.611,0,0,1.016
0.907,30.350,3.065,64.735,2.615,9.252,0.417,15.488,0,0,1.040
0.780,34.329,5.878,211.554,1.250,17.554,0.561,10.207,0,0,1.022
0.767,37.184,1.462,302.261,1.471,0.446,1.293,9.097,0,1,1.069
1.033,30.509,1.750,232.520,0.769,5.902,0.420,18.204,0,0,1.019
0.876,34.644,7.523,279.543,0.842,7.123,1.663,1.410,0,0,1.015
0.827,30.163,5.843,337.775,0.831,5.676,0.192,2.505,0,0,1.041
0.899,25.481,0.946,227.205,0.932,19.035,0.162,60.873,0,0,1.050
0.989,31.229,2.166,177.522,1.138,4.773,0.402,25.503,0,0,1.028
0.852,32.938,6.565,172.061,1.358,39.942,0.770,23.131,1,1,1.008
0.963,26.080,3.275,254.486,0.738,1.584,1.551,7.302,0,0,1.027
0.947,30.869,1.010,124.879,1.579,0.411,1.889,7.342,0,0,1.028
0.829,34.935,3.095,244.031,0.838,34.502,0.329,3.773,0,0,1.009
1.130,27.916,3.801,147.653,0.736,0.420,0.830,11.778,0,0,1.012
0.881,25.806,9.313,106.268,2.044,0.555,0.994,14.681,0,1,1.053
0.961,35.060,5.344,118.275,2.343,1.973,0.495,13.881,0,1,1.078
0.882,29.728,11.525,253.788,0.736,6.923,0.832,5.457,0,0,1.015
0.791,34.264,11.247,186.561,1.447,5.564,0.606,12.037,0,0,1.027
0.748,30.679,5.464,178.046,1.304,17.160,0.788,5.742,0,0,1.021
0.935,28.951,9.796,232.060,0.900,5.395,0.625,3.499,0,1,1.025
0.877,30.002,1.981,220.811,0.912,16.306,1.179,5.940,0,0,1.023
0.881,35.914,3.546,287.361,1.018,2.199,0.243,8.318,0,0,1.030
0.884,32.612,8.300,157.380,1.329,1.267,1.014,7.869,0,0,1.020
0.921,31.162,2.146,231.395,1.053,16.997,1.198,13.648,0,1,1.034
0.913,31.665,3.187,220.714,0.978,6.898,0.586,9.647,0,0,1.022
0.906,25.594,4.341,82.193,2.099,0.597,1.077,41.278,0,0,1.050
0.941,32.458,11.074,145.035,0.793,9.559,0.651,0.806,0,0,0.989
1.233,27.666,2.533,192.383,0.759,0.827,2.009,20.420,1,0,1.006
0.861,32.636,4.817,192.056,1.170,5.167,0.565,1.102,0,0,1.018
0.919,34.606,1.912,109.282,1.787,23.649,1.267,8.403,1,0,0.999
0.870,27.938,9.761,212.697,1.059,1.294,0.943,36.440,0,0,1.044
0.756,29.239,7.695,206.803,1.480,0.402,0.355,39.162,0,0,1.054
1.008,30.488,1.118,372.970,0.704,1.564,0.726,12.534,0,1,1.024
1.039,28.964,3.566,128.735,1.894,2.642,1.762,41.367,0,1,1.073
1.007,34.629,6.395,153.950,0.966,0.569,0.379,3.670,0,0,1.000
1.031,24.224,2.076,270.422,0.754,5.920,0.801,52.659,0,0,1.052
1.432,20.451,4.032,108.245,1.261,0.445,1.374,36.775,0,1,1.086
0.894,32.598,6.822,260.487,1.250,0.689,1.358,53.484,0,0,1.057
0.984,34.345,2.246,122.002,1.628,7.578,0.773,20.381,0,0,1.031
1.012,32.966,4.726,124.858,1.597,2.928,1.953,3.057,0,1,1.042
1.025,33.285,2.395,80.619,2.397,0.759,0.900,16.343,0,0,1.057
0.776,30.329,2.834,360.511,1.140,4.810,0.248,20.323,1,0,1.052
0.946,31.936,5.229,159.318,1.240,11.078,0.922,0.057,0,1,1.027
1.061,22.201,3.516,217.817,0.977,2.811,1.556,57.031,1,0,1.047
0.914,27.850,5.815,341.305,0.630,19.058,1.299,16.227,0,0,1.041
1.194,31.466,5.633,94.895,1.259,0.447,0.731,6.649,0,1,1.037
1.048,30.307,3.929,118.947,0.975,7.195,0.918,10.272,0,0,1.010
0.880,30.261,7.636,236.071,0.903,40.312,2.374,0.600,1,1,1.011
1.027,23.780,1.024,108.221,1.104,12.334,0.344,32.134,0,0,1.039
0.895,31.977,7.461,115.084,1.083,20.981,1.737,9.222,0,0,1.001
0.921,33.025,7.269,139.621,1.355,15.314,0.829,1.581,0,1,1.025
0.860,27.423,7.550,398.224,0.675,10.733,1.885,12.829,0,0,1.053
0.979,33.887,12.357,163.553,1.002,5.268,0.315,1.834,1,0,0.983
0.834,33.820,7.408,398.158,0.683,36.165,1.276,14.053,0,0,1.036
0.750,32.356,12.213,200.603,0.647,52.351,0.297,1.201,0,0,0.998
1.019,28.384,8.263,100.224,1.012,0.455,1.185,2.984,0,0,1.004
1.041,28.762,2.496,217.249,0.894,1.437,0.295,1.220,1,0,1.002
1.084,22.385,0.916,89.674,2.714,0.401,0.682,60.632,1,1,1.071
1.037,29.589,2.135,293.000,0.649,2.164,0.614,13.596,0,0,1.022
0.908,23.778,2.018,234.409,0.916,0.400,1.234,25.711,0,0,1.045
0.916,34.605,10.912,107.945,2.622,0.400,0.244,11.743,0,1,1.087
0.873,26.849,4.238,313.883,0.715,27.289,0.752,35.620,0,0,1.050
1.115,25.416,3.097,185.514,0.925,0.440,2.025,49.212,0,0,1.052
0.991,30.253,3.436,148.887,1.305,0.401,0.664,23.711,0,0,1.034
0.900,37.573,2.019,203.669,1.318,12.849,1.711,3.203,0,1,1.031
0.899,29.475,8.749,193.756,1.254,4.966,1.671,19.929,1,0,1.019
1.010,27.017,5.858,240.293,0.994,3.025,0.391,34.154,0,1,1.050
0.913,28.620,6.635,465.241,0.659,0.464,0.856,26.971,0,0,1.055
0.945,31.527,2.722,206.457,1.169,0.406,1.111,23.053,0,0,1.035
0.816,25.184,2.430,412.378,0.851,8.513,0.491,15.321,0,1,1.062
0.973,36.077,2.962,125.687,1.572,2.578,1.438,4.256,0,0,1.024
1.183,30.789,4.179,210.667,0.830,2.902,0.667,52.061,0,0,1.040
0.764,36.138,1.108,313.377,1.520,0.486,0.528,37.795,0,0,1.076
0.848,30.514,10.930,221.777,0.759,22.454,0.156,9.501,0,0,1.014
0.817,33.729,3.972,399.257,0.902,7.842,0.850,13.396,0,0,1.055
1.008,28.989,5.469,290.001,0.874,0.519,0.998,25.479,1,0,1.022
0.817,33.959,10.235,125.563,1.443,17.044,0.334,5.435,0,0,1.005
1.030,28.879,8.394,273.622,0.612,0.410,1.185,19.755,0,0,1.024
0.882,24.815,4.678,336.805,0.656,19.373,0.232,14.961,0,0,1.055
0.938,27.978,3.880,215.645,1.032,10.658,1.389,4.830,0,1,1.036
0.920,33.029,3.300,278.673,0.917,14.678,0.411,8.956,0,1,1.029
0.927,23.041,5.065,302.717,0.646,4.626,0.642,2.574,0,0,1.042
0.981,30.634,5.254,115.549,2.389,0.402,0.436,35.067,0,1,1.087
0.749,33.589,2.816,188.927,1.653,10.018,1.933,8.286,0,0,1.043
1.223,29.013,1.635,233.154,0.842,0.418,0.277,36.165,0,1,1.038
0.830,32.623,2.346,263.585,1.214,1.515,0.334,16.243,0,0,1.047
0.956,34.570,8.797,172.714,0.960,0.759,0.721,1.170,0,0,1.001
1.068,35.534,9.407,109.020,0.800,13.444,0.673,19.405,0,0,0.999
0.958,32.246,7.160,177.043,0.904,22.575,1.383,5.555,1,0,0.991
1.058,28.343,3.007,299.815,0.680,3.400,0.150,33.332,0,0,1.035
1.269,24.319,8.978,146.161,1.125,0.424,0.629,54.969,0,1,1.092
0.886,31.552,3.125,208.902,1.106,20.897,0.970,4.634,0,1,1.032
1.076,28.086,1.017,154.427,1.273,0.456,0.666,44.045,0,0,1.049
0.857,32.049,3.640,255.241,1.323,0.460,0.272,42.630,0,0,1.057
0.846,35.520,3.779,203.472,1.411,0.836,0.422,1.634,0,0,1.035
0.885,29.964,1.704,396.488,0.814,16.114,0.576,43.416,0,0,1.051
0.941,24.017,5.291,210.676,0.920,1.557,0.576,41.552,0,0,1.052
0.914,35.104,4.054,129.316,1.843,0.964,1.776,5.469,0,0,1.040
0.934,28.497,3.580,275.231,0.863,0.414,0.116,19.409,0,0,1.038
1.122,27.978,6.084,72.872,1.807,3.116,1.179,47.946,0,0,1.064
0.973,26.578,6.973,241.648,0.737,5.759,0.955,25.057,0,0,1.037
1.003,25.721,2.953,258.320,1.141,1.439,0.969,66.233,0,1,1.068
1.005,29.489,0.923,289.119,0.837,8.090,0.473,40.979,0,0,1.039
0.814,34.157,4.891,132.039,1.465,24.950,1.543,10.851,0,0,1.011
0.750,30.612,7.915,405.760,0.950,0.503,0.820,13.867,0,0,1.070
0.953,29.594,15.182,136.525,1.464,0.980,0.963,20.814,0,1,1.052
1.067,30.219,2.643,277.445,0.614,1.264,0.461,11.333,0,0,1.016
0.890,29.375,3.719,295.195,0.867,2.244,1.199,11.053,0,0,1.039
1.028,21.242,2.299,170.285,1.319,0.414,1.271,42.598,0,1,1.070
0.981,31.983,3.414,139.065,1.242,0.408,1.289,3.536,0,0,1.018
0.954,25.434,3.907,235.714,0.940,12.952,0.923,12.787,0,1,1.045
1.016,30.419,0.976,285.875,0.918,0.424,1.024,17.544,0,1,1.036
0.833,30.349,12.397,320.351,0.876,0.436,0.247,20.448,0,0,1.044
1.162,29.578,1.736,168.589,1.006,0.899,0.588,40.082,0,0,1.040
0.936,28.060,5.133,159.744,1.116,0.884,0.978,11.026,0,0,1.025
1.060,29.585,5.101,141.813,1.052,0.401,0.420,20.981,0,0,1.028
1.033,34.581,5.561,238.128,0.705,0.432,1.758,8.197,0,0,1.005
1.009,37.183,8.133,183.161,0.750,3.610,2.307,2.061,0,0,0.989
0.916,27.383,1.574,192.710,1.610,2.637,0.857,50.923,0,1,1.071
0.966,28.004,4.535,74.893,2.328,8.497,0.879,57.409,0,0,1.061
0.856,33.715,2.757,189.558,0.699,63.683,1.047,4.290,0,1,1.014
1.027,30.495,1.851,190.176,0.887,0.539,0.573,6.456,0,0,1.016
1.008,30.370,4.120,281.386,0.668,2.220,1.461,8.810,0,0,1.021
0.868,27.498,8.860,121.506,2.313,0.400,1.040,43.766,0,1,1.084
0.873,24.788,6.748,289.112,0.712,14.722,0.530,19.098,0,0,1.049
0.997,29.852,2.842,200.176,0.973,3.511,2.103,21.599,0,0,1.030
0.770,30.857,4.933,169.945,1.614,11.386,0.799,29.554,0,0,1.043
1.081,27.793,1.268,224.781,0.927,6.612,0.278,54.388,0,0,1.048
0.999,32.355,2.124,366.519,0.709,0.407,0.853,21.199,0,0,1.032
0.718,30.216,2.082,188.482,1.496,30.092,1.114,4.726,0,1,1.044
0.972,33.658,7.765,161.083,0.902,21.883,0.455,2.256,1,0,0.983
0.983,33.793,1.342,231.364,1.228,0.455,0.983,36.537,0,0,1.044
1.072,26.184,3.208,299.978,0.676,16.322,0.290,65.404,0,0,1.052
0.952,30.599,0.967,284.857,0.955,1.168,0.982,28.641,0,0,1.042
0.935,30.638,3.183,140.876,1.471,0.576,0.452,13.018,0,0,1.034
1.028,37.052,3.656,135.804,1.398,0.847,1.215,10.524,0,0,1.024
1.123,27.408,2.926,210.070,1.088,10.426,0.525,57.824,0,1,1.063
0.887,29.152,2.754,311.772,1.029,0.439,0.523,11.587,1,0,1.035
0.900,34.132,5.424,115.479,1.629,8.435,0.610,2.183,0,0,1.021
0.930,29.467,13.433,103.455,2.338,0.413,0.797,33.324,0,1,1.084
1.062,31.802,0.862,295.664,0.800,0.663,0.835,14.969,0,1,1.025
0.876,30.642,8.442,154.423,1.140,10.723,1.774,11.615,0,0,1.018
0.968,31.436,6.556,147.568,1.178,1.033,0.831,11.009,0,0,1.022
1.019,27.540,5.221,115.320,1.652,0.804,0.304,5.040,0,1,1.050
0.983,30.483,1.809,136.830,1.363,0.926,0.731,11.456,0,0,1.030
0.916,31.206,12.791,196.687,1.176,0.400,0.742,10.932,1,0,1.011
1.064,35.726,3.979,112.291,1.350,0.522,1.118,8.181,0,0,1.019
0.909,34.201,5.155,207.451,1.142,0.645,1.023,5.614,0,0,1.025
0.974,29.168,9.282,161.297,1.283,3.336,1.342,54.985,0,0,1.061
0.974,25.638,3.157,175.890,1.333,0.400,0.861,13.844,0,1,1.052
0.929,36.564,2.607,338.550,0.662,32.599,0.178,15.511,0,0,1.013
0.897,31.971,2.275,307.005,0.827,19.065,0.858,20.134,0,0,1.036
1.010,28.590,3.355,312.965,0.716,0.400,1.345,24.863,0,0,1.037
1.010,33.435,2.529,147.101,1.181,2.693,0.137,7.835,0,0,1.018
0.835,29.135,4.556,191.775,1.351,20.600,0.305,25.304,0,1,1.049
1.015,28.044,4.898,204.748,0.765,0.401,0.230,6.614,0,0,1.019
0.969,30.443,3.877,184.055,1.338,12.413,1.124,68.271,0,0,1.056
1.163,27.275,2.901,72.653,1.869,5.214,0.593,53.910,0,0,1.067
0.822,32.815,6.104,176.264,1.619,9.802,0.808,1.581,0,1,1.047
0.937,28.682,1.830,149.588,1.341,0.577,0.336,12.654,0,0,1.034
0.819,35.177,5.979,387.349,0.934,0.669,0.281,5.611,0,0,1.054
0.926,33.984,7.189,381.108,0.804,1.206,0.143,27.385,0,0,1.042
1.079,30.310,7.899,238.760,0.636,12.524,1.149,12.017,1,0,1.001
0.870,30.991,2.986,245.777,1.378,0.405,0.368,53.841,0,0,1.064
0.885,30.989,2.492,169.630,1.338,0.462,0.674,1.121,0,0,1.030
0.998,32.246,11.652,82.866,2.325,1.049,0.574,6.469,0,1,1.069
0.953,24.786,5.834,172.207,1.503,2.148,0.368,58.274,0,1,1.080
1.062,31.374,7.094,180.770,0.910,3.946,1.068,4.809,0,1,1.024
1.015,34.614,4.972,120.937,1.803,2.922,0.227,6.218,0,1,1.056
0.992,29.551,4.422,241.005,0.780,0.413,0.326,9.286,0,0,1.024
0.915,28.407,3.689,175.329,1.484,22.227,1.461,24.309,1,1,1.035
1.246,23.796,13.977,61.253,2.307,0.467,1.943,47.016,1,1,1.099
0.932,34.038,7.787,166.685,1.325,0.455,0.303,14.614,0,0,1.031
0.770,34.054,5.323,179.466,1.593,32.044,0.541,27.511,0,1,1.039
0.888,30.415,2.284,131.741,1.584,4.728,0.996,7.577,0,0,1.033
0.944,29.356,6.090,99.656,1.495,23.360,0.541,6.062,0,1,1.035
0.832,23.880,3.746,329.134,0.990,0.818,0.133,24.929,0,1,1.063
0.972,29.903,3.695,175.014,1.531,4.031,0.375,31.646,0,1,1.063
0.903,29.940,3.648,347.616,0.687,16.330,0.310,5.260,0,0,1.042
0.923,29.778,3.088,127.829,1.422,1.966,1.945,1.277,0,0,1.024
0.913,37.221,11.592,167.823,1.575,0.401,0.483,4.554,0,1,1.046
1.099,28.485,2.618,98.966,1.882,0.402,0.180,11.055,0,1,1.063
0.884,28.922,7.601,245.015,1.183,0.400,0.761,20.158,0,1,1.053
0.995,30.452,3.347,331.562,0.854,9.255,0.786,37.858,0,1,1.040
1.044,27.497,2.353,280.214,0.843,31.244,0.307,31.927,1,1,1.028
0.943,28.853,7.959,253.080,0.941,2.371,0.242,9.207,1,0,1.017
1.213,28.966,2.635,148.669,0.919,1.707,0.318,5.888,0,1,1.032
1.199,23.907,1.792,96.723,2.060,0.654,0.565,54.344,0,1,1.093
0.980,32.459,3.379,90.785,2.191,18.988,0.240,22.121,0,1,1.058
0.828,29.905,4.824,161.641,1.517,0.773,0.382,8.421,0,0,1.038
0.971,31.558,5.041,183.414,1.364,0.575,0.709,12.401,0,1,1.049
1.034,27.949,5.498,171.010,0.906,0.437,0.727,18.127,0,0,1.029
0.852,31.839,14.878,306.284,0.966,5.445,0.538,15.400,1,0,1.024
0.980,38.110,1.963,166.778,1.299,11.711,0.548,1.702,0,1,1.029
1.095,25.460,3.278,173.202,1.179,0.587,0.438,22.116,0,1,1.055
1.098,25.015,2.230,149.419,1.595,0.401,0.217,52.235,0,1,1.081
0.999,28.050,3.977,172.624,1.357,2.585,0.240,20.856,0,1,1.055
1.164,28.934,4.600,107.326,1.167,11.899,0.350,13.331,0,1,1.045
0.942,25.693,3.537,133.399,1.649,5.943,0.822,14.944,0,1,1.057
1.026,33.054,4.054,120.308,1.381,13.539,1.216,4.425,0,1,1.035
0.949,27.698,3.313,241.581,0.936,0.826,0.344,24.384,0,0,1.043
1.043,24.489,7.032,100.661,1.809,0.410,2.753,23.620,0,1,1.068
1.038,29.511,3.674,232.630,0.708,7.311,1.156,15.985,0,0,1.025
1.134,33.611,4.326,114.078,1.776,0.480,0.766,22.025,0,1,1.069
0.779,30.860,2.526,188.232,1.518,4.141,0.242,4.974,0,0,1.045
1.292,22.705,2.012,89.050,1.492,5.769,0.204,21.388,0,1,1.071
1.009,31.914,6.611,139.366,1.503,0.632,0.968,10.732,1,0,1.019
0.969,22.597,3.980,237.271,1.024,0.898,1.224,20.672,0,1,1.056
0.784,30.005,8.599,253.487,1.255,7.554,0.623,10.697,0,1,1.051
1.341,31.549,3.256,61.686,2.358,4.597,0.576,40.836,0,1,1.103
0.959,30.186,7.637,250.510,1.110,8.158,0.608,45.827,0,1,1.058
1.042,23.651,5.423,177.271,1.083,1.205,0.298,7.680,0,1,1.047
1.157,30.888,2.057,180.735,1.018,0.499,1.887,16.076,0,1,1.038
0.909,33.757,11.757,75.986,2.568,2.278,0.919,5.798,0,0,1.053
1.010,29.809,1.763,284.393,0.748,0.400,1.496,12.471,0,0,1.030
0.793,30.235,4.017,167.337,1.755,0.454,1.652,21.240,0,0,1.055
0.940,31.895,6.616,161.706,2.223,0.478,1.799,62.655,0,1,1.103
0.817,31.370,2.822,102.591,2.677,0.713,1.798,4.863,0,0,1.066
0.895,25.110,7.555,107.106,2.128,1.221,0.947,24.038,0,1,1.068
0.813,31.390,2.542,347.711,1.039,0.519,1.295,18.720,0,0,1.064
0.832,24.185,6.456,211.171,1.377,1.250,0.702,45.039,0,1,1.073
0.961,32.138,2.223,207.478,1.284,1.059,0.389,33.557,0,0,1.048
0.919,26.111,5.214,361.788,0.760,3.931,1.160,44.006,0,0,1.062
0.812,31.880,9.310,173.619,1.523,0.448,0.657,11.617,0,0,1.040
0.828,28.084,4.853,275.264,0.936,7.577,1.520,9.443,0,0,1.046
0.892,32.092,1.091,150.740,2.091,3.110,2.392,14.365,0,1,1.076
0.963,34.480,2.722,173.083,1.215,0.577,0.650,3.429,0,0,1.024
0.774,31.511,5.823,199.872,1.625,0.565,0.298,23.133,0,0,1.058
0.956,30.395,1.856,232.843,1.130,2.782,0.560,7.474,0,1,1.044
1.100,32.931,1.529,128.401,1.597,9.353,1.063,25.021,0,1,1.057
1.025,30.333,4.874,136.185,0.673,39.068,0.869,7.012,1,0,0.996
0.921,31.696,9.640,213.036,1.218,3.668,0.364,18.461,0,1,1.047
0.913,27.654,9.813,82.444,2.326,11.503,0.232,26.794,0,1,1.066
1.097,24.665,1.155,210.035,0.877,0.442,2.540,40.362,0,0,1.051
0.815,32.120,6.160,188.709,1.349,11.195,1.343,16.754,0,0,1.036
1.217,28.277,8.090,85.440,2.017,0.442,0.187,20.867,1,1,1.066
0.946,35.899,1.911,90.968,1.792,32.704,0.433,9.844,0,1,1.031
0.933,32.307,4.980,155.225,1.213,2.931,0.332,1.751,0,0,1.020
0.790,27.798,1.309,346.999,0.961,5.036,1.307,14.081,0,0,1.068
0.920,25.015,11.420,136.151,1.117,36.763,1.300,3.507,1,1,1.025
1.000,28.183,6.269,200.019,1.235,0.739,0.798,30.106,0,1,1.060
0.787,29.372,1.061,127.184,3.083,3.606,1.725,56.377,0,1,1.101
0.786,34.230,4.264,306.789,0.696,58.699,0.895,4.686,0,0,1.029
0.977,32.913,4.442,201.714,1.175,1.016,0.393,1.818,1,0,1.011
1.015,25.920,4.476,236.896,0.815,32.792,0.546,49.237,0,1,1.060
0.875,31.276,9.730,197.842,1.451,3.186,0.255,21.157,0,1,1.057
1.008,22.321,3.122,217.468,0.777,0.454,0.418,16.924,0,0,1.044
0.889,32.749,2.621,135.596,2.113,1.912,0.233,27.509,0,0,1.065
0.946,35.578,3.004,165.615,1.120,31.746,1.362,14.482,0,1,1.023
0.936,31.076,8.791,255.730,0.938,27.388,1.379,48.759,0,1,1.047
0.943,34.504,1.544,199.244,1.425,10.853,0.859,17.784,1,0,1.024
0.801,35.891,14.649,270.150,1.139,0.967,0.975,8.546,0,0,1.035
0.948,29.123,1.221,212.965,1.394,2.029,1.079,28.532,0,1,1.063
0.790,30.064,6.382,189.959,0.945,56.473,0.387,24.535,0,1,1.036
1.058,27.412,7.260,108.839,2.028,0.404,0.703,41.898,0,1,1.089
0.881,35.423,4.716,210.574,1.148,7.151,0.313,1.758,0,0,1.025
1.133,27.275,1.824,223.564,0.721,2.306,1.658,26.900,0,0,1.036
0.863,27.401,3.665,242.292,1.188,20.161,0.992,53.283,0,1,1.062
1.088,29.292,3.445,111.880,1.157,1.971,0.362,13.850,0,0,1.028
1.029,27.574,10.133,131.708,1.945,0.617,0.440,68.114,0,1,1.107
0.899,33.387,6.843,120.618,1.486,27.148,1.254,8.176,0,1,1.031
0.861,27.786,3.088,399.159,0.866,0.906,0.292,40.443,0,0,1.069
1.024,32.936,1.284,246.719,0.727,15.654,1.464,16.238,0,0,1.019
0.918,32.957,8.452,282.566,0.818,0.465,0.301,5.076,0,0,1.026
0.807,30.244,10.740,150.490,1.367,8.116,1.092,8.852,0,0,1.025
0.723,24.589,9.981,151.823,1.019,52.341,0.963,10.165,0,1,1.046
1.001,26.945,2.398,209.159,1.017,2.416,0.569,38.262,0,0,1.051
1.117,26.424,3.513,57.999,3.067,1.274,0.487,29.753,0,1,1.097
0.896,29.387,5.293,215.997,1.330,1.637,0.214,15.997,0,1,1.057
